Code LPP;Libellé;Prise en charge en sus du GHS dans le public et le privé (Oui/Non);Prise en charge en sus du GHS dans le privé à but lucratif seul (Oui/Non);Date de l'arrêté;Date JO;Date d'effet de la prise en charge en sus du GHS;Date d'effet de la radiation du code
3140894.0;endoprot. coronaire, stent lib. everolimus,boston,promus premier, diam 3,00 mm;O;O;2013-10-04 00:00:00;2013-10-10 00:00:00;;
3140925.0;chambre a catheter implantable, monochambre, pour abord veineux;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2013-10-23 00:00:00;2006-03-15
3140925.0;chambre a catheter implantable, monochambre, pour abord veineux;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3140931.0;genou, implant trochleen, non cimente;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3140931.0;genou, implant trochleen, non cimente;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3141020.0;endoprothese aortique, mf sas, talent lps sur mesure, corps bifurque + jambage;N;O;2006-05-19 00:00:00;2006-06-01 00:00:00;;2005-08-01
3141020.0;endoprothese aortique, mf sas, talent lps sur mesure, corps bifurque + jambage;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3141244.0;cheville, insert en polyethylene, transysteme, aes;O;O;2011-01-10 00:00:00;2011-01-14 00:00:00;;2011-01-27
3141244.0;cheville, insert en polyethylene, transysteme, aes;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3141244.0;cheville, insert en polyethylene, transysteme, aes;O;O;2005-07-13 00:00:00;2005-07-28 00:00:00;2005-07-29 00:00:00;
3141250.0;endoprothese aortique tho, cook, zenith alpha, syst mod, corps dist cyl surmes.;O;O;2015-05-13 00:00:00;2015-05-21 00:00:00;2015-06-03 00:00:00;
3141310.0;endoprothese peripherique, stent lib paclitaxel, cook, zilver ptx;O;O;2011-09-06 00:00:00;2011-09-09 00:00:00;2011-09-22 00:00:00;
3141451.0;endoprothese aaa, mf sas, endurant, corps aui.;O;O;2015-05-15 00:00:00;2015-05-19 00:00:00;;2015-06-01
3141451.0;endoprothese aaa, mf sas, endurant, corps aui.;O;O;2011-08-25 00:00:00;2011-08-31 00:00:00;2011-09-13 00:00:00;
3141592.0;implant d'expansion cutanee gonflable, lisse;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3141592.0;implant d'expansion cutanee gonflable, lisse;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3141801.0;cheville, implant tibial;N;O;2005-10-05 00:00:00;2005-10-14 00:00:00;;2005-10-04
3141801.0;cheville, implant tibial;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3142090.0;hanche, anneau de soutien ou fond de cotyle;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3142114.0;prothese osteo-integree, cochlear, baha, fixture avec pilier;O;O;2015-04-07 00:00:00;2015-04-15 00:00:00;;2015-04-28
3142114.0;prothese osteo-integree, cochlear, baha, fixture avec pilier;O;O;2009-10-23 00:00:00;2009-10-30 00:00:00;2009-11-12 00:00:00;
3142137.0;genou, implant meniscal, ancre resorbable ou non, ethicon, j.fast prolene;N;O;2007-07-27 00:00:00;2007-08-03 00:00:00;;2007-08-04
3142137.0;genou, implant meniscal, ancre resorbable ou non, ethicon, j.fast prolene;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3142137.0;genou, implant meniscal, ancre resorbable ou non, ethicon, j.fast prolene;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3142226.0;implant osseux anatomique, chirurgie orthopedique, depuy, conduit r;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;2013-07-24
3142226.0;implant osseux anatomique, chirurgie orthopedique, depuy, conduit r;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3142255.0;endoprothese aortique thoracique, medtronic, valiant captivia, systeme modulaire, distal cw 150 mm. ;O;O;2011-01-06 00:00:00;2011-01-12 00:00:00;2011-01-25 00:00:00;
3142344.0;endoprothese aortique tho., cook, zenith tx2, syst mod,corps dist cylind stand.;O;O;2007-06-29 00:00:00;2007-07-06 00:00:00;2007-07-19 00:00:00;2013-03-04
3142611.0;rachis, prothese disque lombaire, ldr medical, mobidisc, plateau superieur.;O;O;2017-01-19 00:00:00;2017-01-24 00:00:00;2017-02-06 00:00:00;
3142806.0;urogenital, implant sphincterien anal, ams, acticon neosphincter;O;O;2011-07-28 00:00:00;2011-08-09 00:00:00;;2011-08-22
3142806.0;urogenital, implant sphincterien anal, ams, acticon neosphincter;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3142806.0;urogenital, implant sphincterien anal, ams, acticon neosphincter;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3142893.0;refection paroi, non tricote non tisse,>250cm2et<ou=450cm2,surgical, sil promesh;N;O;2009-03-09 00:00:00;2009-03-19 00:00:00;;2009-03-20
3142893.0;refection paroi, non tricote non tisse,>250cm2et<ou=450cm2,surgical, sil promesh;N;O;2007-03-30 00:00:00;2007-05-11 00:00:00;2007-05-12 00:00:00;
3142893.0;refection paroi, non tricote non tisse,>250cm2et<ou=450cm2,surgical, sil promesh;O;O;2007-03-16 00:00:00;2007-03-27 00:00:00;2007-03-28 00:00:00;
3142918.0;hanche, double mobilité, amplitude, saturne, insert, diam. 28 mm. ;O;O;2017-06-28 00:00:00;2017-06-30 00:00:00;2017-07-13 00:00:00;
3142953.0;implant digestif annulaire ajustable pour gastroplastie, allergan, lap band;O;O;2015-02-18 00:00:00;2015-02-24 00:00:00;;2015-03-01
3142953.0;implant digestif annulaire ajustable pour gastroplastie, allergan, lap band;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3142953.0;implant digestif annulaire ajustable pour gastroplastie, allergan, lap band;O;O;2005-10-05 00:00:00;2005-10-14 00:00:00;2005-10-15 00:00:00;
3143007.0;cheville, implant tibial non cimente, tornier sas (france), salto;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3143007.0;cheville, implant tibial non cimente, tornier sas (france), salto;O;O;2005-07-13 00:00:00;2005-07-28 00:00:00;2005-07-29 00:00:00;
3143059.0;reconstruction humerale, modulaire, diaphyse humerale, implantcast, mutars;O;O;2017-01-10 00:00:00;2017-01-12 00:00:00;2017-01-25 00:00:00;
3143088.0;osteosynthese, lame plaque ou lame coudee, lisse;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2006-03-15
3143088.0;osteosynthese, lame plaque ou lame coudee, lisse;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3143148.0;hanche, tige de reconstruction, col inclus, droite, cimentee;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3143148.0;hanche, tige de reconstruction, col inclus, droite, cimentee;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3143214.0;endoprot coro, stent a lib. de sirolimus,cordis, cypher select plus, diam 2,75mm;O;O;2007-03-16 00:00:00;2007-03-27 00:00:00;2007-04-09 00:00:00;2013-05-21
3143384.0;endo.aort.fenetree,cook,zenith fenestrated,fenest.-pararenal-device;O;O;2013-02-13 00:00:00;2013-02-19 00:00:00;2013-03-04 00:00:00;
3143438.0;doigt, implant phalangien, non metallique;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3143438.0;doigt, implant phalangien, non metallique;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3143846.0;endoprothese coronaire, stent lib. biolimus, biosensors, biomatrix, diam 4,00 mm;O;O;2010-01-07 00:00:00;2010-01-15 00:00:00;2010-01-28 00:00:00;
3143869.0;endoprothese coronaire lib. sirolimus, translumina, yukon choice pc, diam 3,00;O;O;2016-07-18 00:00:00;2016-07-20 00:00:00;2016-08-02 00:00:00;
3143906.0;endoprothèse coronaire lib. sirolimus, balton, bioss lim c, diam 3,75 mm ;O;O;2017-08-29 00:00:00;2017-09-01 00:00:00;2017-09-14 00:00:00;
3144047.0;reconstruction femorale et tibiale, modulaire, diaphyse, implantcast, mutars;O;O;2017-01-10 00:00:00;2017-01-12 00:00:00;2017-01-25 00:00:00;
3144277.0;endo.aort.fenetree,cook,zenith fenestrated,fenestrated-thoracoabdominal-device.;O;O;2013-02-13 00:00:00;2013-02-19 00:00:00;2013-03-04 00:00:00;
3144314.0;valve cardiaque a bille;N;O;2010-02-23 00:00:00;2010-03-02 00:00:00;;2010-03-01
3144314.0;valve cardiaque a bille;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3144314.0;valve cardiaque a bille;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3144538.0;hanche, tige anatomique, col inclus, cimentee;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3144573.0;endoprothese aaa, mf sas, endurant, extension iliaque.;O;O;2015-05-15 00:00:00;2015-05-19 00:00:00;;2015-06-01
3144573.0;endoprothese aaa, mf sas, endurant, extension iliaque.;O;O;2011-08-25 00:00:00;2011-08-31 00:00:00;2011-09-13 00:00:00;
3144969.0;reconstruction humerale, modulaire, vis humerale m8, implantcast, mutars;O;O;2017-01-10 00:00:00;2017-01-12 00:00:00;2017-01-25 00:00:00;
3145035.0;micro-spires, microplex coil system, microvention, ref mcs-cc, mcs-sx, mcs-hsx;N;O;2010-06-23 00:00:00;2010-06-30 00:00:00;;2010-07-13
3145035.0;micro-spires, microplex coil system, microvention, ref mcs-cc, mcs-sx, mcs-hsx;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3145035.0;micro-spires, microplex coil system, microvention, ref mcs-cc, mcs-sx, mcs-hsx;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3145064.0;hanche, tete femorale avec tige alliage metallique, smith, bhr resurfacage;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3145064.0;hanche, tete femorale avec tige alliage metallique, smith, bhr resurfacage;O;O;2005-07-12 00:00:00;2005-07-26 00:00:00;2005-07-27 00:00:00;
3145118.0;implant pour chirurgie endoscopique, fixation integree, ethicon sa, endoroll fix;N;O;2009-03-09 00:00:00;2009-03-19 00:00:00;;2009-03-20
3145118.0;implant pour chirurgie endoscopique, fixation integree, ethicon sa, endoroll fix;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3145242.0;implant orl, oreille, reconstruction partielle, plus d'un materiau;O;O;2015-02-18 00:00:00;2015-02-24 00:00:00;;2015-03-01
3145242.0;implant orl, oreille, reconstruction partielle, plus d'un materiau;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3145242.0;implant orl, oreille, reconstruction partielle, plus d'un materiau;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3145294.0;endoprot.coronaire,stent lib.everolimus,boston,promus element plus, diam 3,50 mm;O;O;2012-02-15 00:00:00;2012-02-21 00:00:00;2012-03-05 00:00:00;
3145785.0;epaule, tete ou calotte seule en polyethylene;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3145785.0;epaule, tete ou calotte seule en polyethylene;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3145816.0;endoprothese coronaire, stent lib. d'everolimus, abbott, xience v, diam 4,0mm;O;O;2008-01-24 00:00:00;2008-01-29 00:00:00;2008-02-11 00:00:00;
3145928.0;ligament articulaire artificiel, orthomed sa, ligastic de genou;O;O;2009-03-09 00:00:00;2009-03-19 00:00:00;2009-03-20 00:00:00;
3145928.0;ligament articulaire artificiel, orthomed sa, ligastic de genou;N;O;2006-08-25 00:00:00;2006-08-31 00:00:00;2006-09-01 00:00:00;
3145928.0;ligament articulaire artificiel, orthomed sa, ligastic de genou;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3146075.0;endoprothese aortique, cook france, zenith et zenith flex, jambage;O;O;2012-07-04 00:00:00;2012-07-11 00:00:00;;2012-07-24
3146075.0;endoprothese aortique, cook france, zenith et zenith flex, jambage;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3146075.0;endoprothese aortique, cook france, zenith et zenith flex, jambage;O;O;2005-10-05 00:00:00;2005-10-14 00:00:00;2005-10-15 00:00:00;
3146187.0;endoprothese coronaire, stent lib. paclitaxel, boston, taxus elem, diam 2.75 mm;O;O;2014-11-21 00:00:00;2014-12-02 00:00:00;;2016-01-01
3146187.0;endoprothese coronaire, stent lib. paclitaxel, boston, taxus elem, diam 2.75 mm;O;O;2011-02-15 00:00:00;2011-02-18 00:00:00;2011-03-03 00:00:00;
3146201.0;endoprothèse aortique, endologix, powerlink afx2, monocorps bifurqué;O;O;2017-04-28 00:00:00;2017-05-04 00:00:00;2017-05-17 00:00:00;
3146282.0;implant orl, trachee, phonatoire, pour fistule tracheo-oesophagienne, amovible;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3146282.0;implant orl, trachee, phonatoire, pour fistule tracheo-oesophagienne, amovible;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3146520.0;agrafage, tete articulee, suture et anastomose lineaires;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2006-03-15
3146520.0;agrafage, tete articulee, suture et anastomose lineaires;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3146649.0;implant neurologique, valve d'hydrocephalie prereglee, regulation de debit;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2006-03-15
3146649.0;implant neurologique, valve d'hydrocephalie prereglee, regulation de debit;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3146655.0;implant osseux, poudre, > 15 cm3, biomet, calcibon;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3146655.0;implant osseux, poudre, > 15 cm3, biomet, calcibon;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3146690.0;coude, implant articulaire humeral, sur mesure;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3146690.0;coude, implant articulaire humeral, sur mesure;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3146750.0;endoprothese aortique, cook france, zenith et zenith flex, extension;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3146750.0;endoprothese aortique, cook france, zenith et zenith flex, extension;O;O;2005-10-05 00:00:00;2005-10-14 00:00:00;2005-10-15 00:00:00;
3146773.0;hanche, double mobilite, biomet, avantage, cupule a cimenter.;O;O;2016-09-23 00:00:00;2016-09-27 00:00:00;2016-10-10 00:00:00;
3146974.0;reconstruction tibiale, modulaire, charniere rotatoire hap, stanmore, mets.;O;O;2017-03-30 00:00:00;2017-04-04 00:00:00;2017-04-12 00:00:00;
3146974.0;reconstruction tibiale, modulaire, charnière rotatoire hap, stanmore, mets. ;O;O;2017-03-30 00:00:00;2017-04-04 00:00:00;2017-04-17 00:00:00;
3147117.0;endopro. aortique tho.,bolton,relay nbs plus,syst. mod.,corps cyl. droit 150 mm;O;O;2011-11-29 00:00:00;2011-12-02 00:00:00;2011-12-15 00:00:00;
3147212.0;cheville, implant tibial, non cimente, newdeal sa (france), hintegra;O;O;2016-12-07 00:00:00;2016-12-09 00:00:00;;2016-12-22
3147212.0;cheville, implant tibial, non cimente, newdeal sa (france), hintegra;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3147324.0;implant digestif annulaire ajustable pour gastroplastie, allergan, lap band ap;O;O;2015-02-18 00:00:00;2015-02-24 00:00:00;;2015-03-01
3147324.0;implant digestif annulaire ajustable pour gastroplastie, allergan, lap band ap;O;O;2007-03-16 00:00:00;2007-03-27 00:00:00;2007-05-28 00:00:00;
3147471.0;implant refection paroi, > 100cm2 & <ou= 250cm2, bard, composix kugel;N;O;2009-03-09 00:00:00;2009-03-19 00:00:00;;2009-03-20
3147471.0;implant refection paroi, > 100cm2 & <ou= 250cm2, bard, composix kugel;N;O;2006-06-15 00:00:00;2006-07-05 00:00:00;2006-07-18 00:00:00;
3147755.0;prothese osteo-integree, prodition, ponto, implant;O;O;2012-10-03 00:00:00;2012-10-09 00:00:00;2012-10-22 00:00:00;
3147784.0;endoprothese coronaire, stent lib. d'everolimus, abbott, xience v, diam 3,0mm;O;O;2008-01-24 00:00:00;2008-01-29 00:00:00;2008-02-11 00:00:00;
3147790.0;endoprothese coronaire,stent a lib. de paclitaxel,boston, taxus lib, diam 2,5mm;O;O;2014-11-21 00:00:00;2014-02-02 00:00:00;;2016-01-01
3147809.0;endoprothese coronaire, stent lib. d'everolimus, boston, promus, diam 4,0mm;O;O;2008-01-24 00:00:00;2008-01-29 00:00:00;;2015-01-01
3147809.0;endoprothese coronaire, stent lib. d'everolimus, boston, promus, diam 4,0mm;O;O;2008-01-24 00:00:00;2008-01-29 00:00:00;2008-02-11 00:00:00;
3147821.0;osteosynthese, broche filetee ou cannelee, autosecable;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2006-03-15
3147821.0;osteosynthese, broche filetee ou cannelee, autosecable;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3147850.0;coude, implant articulaire cubital ou radial, sur mesure;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3147867.0;endoprothese coronaire,stent a lib. de paclitaxel,boston, taxus lib, diam 3,0mm;O;O;2014-11-21 00:00:00;2014-12-02 00:00:00;;2016-01-01
3147867.0;endoprothese coronaire,stent a lib. de paclitaxel,boston, taxus lib, diam 3,0mm;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3148192.0;implant refection paroi, tricote ou tisse, non resorbable, > 250 cm2;N;O;2009-03-09 00:00:00;2009-03-19 00:00:00;;2009-03-20
3148192.0;implant refection paroi, tricote ou tisse, non resorbable, > 250 cm2;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3148192.0;implant refection paroi, tricote ou tisse, non resorbable, > 250 cm2;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3148281.0;hanche, implant sur mesure, tige speciale;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3148281.0;hanche, implant sur mesure, tige speciale;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3148306.0;implant cranio-maxillo-facial, palque alveolee de surfacage,surface < ou = 4 cm2;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3148306.0;implant cranio-maxillo-facial, palque alveolee de surfacage,surface < ou = 4 cm2;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3148312.0;endoprot coro, stent a lib. de sirolimus,cordis, cypher select plus, diam 2,25mm;O;O;2007-03-16 00:00:00;2007-03-27 00:00:00;2007-04-09 00:00:00;2013-05-21
3148393.0;endoprothèse coronaire, stent lib. biolimus, biosensors, biomatrix alpha, 3,50mm ;O;O;2017-06-28 00:00:00;2017-06-30 00:00:00;2017-07-13 00:00:00;
3148476.0;substitut osseux, pastille 4,8 mm, flacon 10 cm3, wright, osteoset t;N;O;2010-08-03 00:00:00;2010-08-26 00:00:00;;2010-09-08
3148476.0;substitut osseux, pastille 4,8 mm, flacon 10 cm3, wright, osteoset t;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3148476.0;substitut osseux, pastille 4,8 mm, flacon 10 cm3, wright, osteoset t;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3148588.0;endoprothese coronaire, stent lib. sirolimus, biotronik, orsiro, diam 3,50mm;O;O;2014-08-29 00:00:00;2014-09-03 00:00:00;2014-09-16 00:00:00;
3148625.0;endoprothese aortique, mf sas, talent lps x sur mesure, corps bifurque + jambage;N;O;2007-12-17 00:00:00;2007-12-26 00:00:00;;2007-12-27
3148625.0;endoprothese aortique, mf sas, talent lps x sur mesure, corps bifurque + jambage;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3148625.0;endoprothese aortique, mf sas, talent lps x sur mesure, corps bifurque + jambage;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3148648.0;stent intracranien auto-expansible, codman, enterprise 2;O;O;2017-01-05 00:00:00;2017-01-10 00:00:00;2017-01-23 00:00:00;
3148677.0;endoprothese coronaire,stent a lib. de sirolimus,cordis,cypher, diam 4,0 mm;N;O;2007-03-20 00:00:00;2007-04-03 00:00:00;;2007-12-01
3148677.0;endoprothese coronaire,stent a lib. de sirolimus,cordis,cypher, diam 4,0 mm;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3148677.0;endoprothese coronaire,stent a lib. de sirolimus,cordis,cypher, diam 4,0 mm;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3148683.0;prothese osteo-integree, cochlear, baha, pilier concave ba300 9mm;O;O;2011-06-17 00:00:00;2011-06-22 00:00:00;2011-07-05 00:00:00;
3148826.0;urogenital, macroplastique, coloplast, volume > ou = 2cm3, ref. np 2500;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3148826.0;urogenital, macroplastique, coloplast, volume > ou = 2cm3, ref. np 2500;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3148909.0;micro-spires, hydrocoil embolic system, microvention;N;O;2010-06-23 00:00:00;2010-06-30 00:00:00;;2010-07-13
3148909.0;micro-spires, hydrocoil embolic system, microvention;O;O;2007-03-29 00:00:00;2007-04-27 00:00:00;2007-05-10 00:00:00;
3148996.0;endoprothese aaa, mf sas, endurant ii, extension iliaque;O;O;2012-12-19 00:00:00;2012-12-26 00:00:00;2013-01-08 00:00:00;
3149085.0;endoprothese coronaire lib. sirolimus, b braun, coroflex isar, diam 3,00;O;O;2015-04-07 00:00:00;2015-04-10 00:00:00;2015-04-23 00:00:00;
3149197.0;endoprothese aortique thoracique, medtronic, valiant captivia, systeme modulaire, distal cwbs 100 mm;O;O;2011-01-06 00:00:00;2011-01-12 00:00:00;2011-01-25 00:00:00;
3149323.0;hanche, tige standard, col inclus, droite, monobloc, cimentee ou non;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3149323.0;hanche, tige standard, col inclus, droite, monobloc, cimentee ou non;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3149352.0;endoprothese aortique tho., cook, zenith tx2, syst mod,monocorps;O;O;2007-06-29 00:00:00;2007-07-06 00:00:00;2007-07-19 00:00:00;2013-03-04
3149435.0;endoprothese aortique tho., cook, zenith tx1, monocorps sur mesure;O;O;2007-06-29 00:00:00;2007-07-06 00:00:00;2007-07-19 00:00:00;2013-03-04
3149518.0;endoprothese coronaire, stent lib everolimus,abbott,xience alpine, diam 2,75 mm;O;O;2015-11-05 00:00:00;2015-11-13 00:00:00;2015-11-26 00:00:00;
3149576.0;reconstruction femorale, modulaire, stanmore, mets, composant oval hap;O;O;2010-08-02 00:00:00;2010-08-26 00:00:00;2010-09-08 00:00:00;
3149642.0;acces vasculaire, reservoir sans septum et catheter (s);N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2006-03-15
3149642.0;acces vasculaire, reservoir sans septum et catheter (s);N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3149671.0;endoprothese coronaire,stent a lib. de sirolimus,cordis,cypher select,diam4mm;N;O;2009-07-08 00:00:00;2009-07-14 00:00:00;;2009-07-15
3149671.0;endoprothese coronaire,stent a lib. de sirolimus,cordis,cypher select,diam4mm;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3149790.0;hanche, cotyle monobloc, polyéthylène hautement réticulé, smith & nephew, xlpe;O;O;2017-03-06 00:00:00;2017-03-08 00:00:00;2017-03-21 00:00:00;
3149978.0;endoprot coro, stent lib. zotarolimus, medtronic, endeavor sprint rx,diam 3,5 mm;O;O;2015-11-05 00:00:00;2015-11-13 00:00:00;;2015-11-27
3149978.0;endoprot coro, stent lib. zotarolimus, medtronic, endeavor sprint rx,diam 3,5 mm;O;O;2008-10-01 00:00:00;2008-10-07 00:00:00;2008-10-20 00:00:00;
3150160.0;endoprothèse coronaire, stent lib. biolimus, cardinal, lumeno alpha, 2,75 mm.;O;O;2017-06-29 00:00:00;2017-07-04 00:00:00;2017-07-17 00:00:00;
3150243.0;endoprothese peripherique, stent lib paclitaxel, boston, eluvia, 75 cm;O;O;2017-09-14 00:00:00;2017-09-15 00:00:00;2017-10-01 00:00:00;
3150332.0;implant orl, tuteur pour stenose tracheale;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3150332.0;implant orl, tuteur pour stenose tracheale;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3150349.0;osteosynthese, vis plaque lisse;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2006-03-15
3150349.0;osteosynthese, vis plaque lisse;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3150421.0;endoprot.coronaire,stent lib.everolimus,boston,promus element plus,diam 2,50 mm;O;O;2012-02-15 00:00:00;2012-02-21 00:00:00;2012-03-05 00:00:00;
3150450.0;hanche, cotyle standard, modulaire, metal-back, sans insert, cimente;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3150450.0;hanche, cotyle standard, modulaire, metal-back, sans insert, cimente;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3150510.0;endoprothese cororaire, stent lib. everolimus, abbott, xience prime, diam 2,50mm;O;O;2010-04-14 00:00:00;2010-04-20 00:00:00;2010-05-03 00:00:00;
3150533.0;endoprothese pour embolisation, covidien, pipeline flex, diam 3,50;O;O;2015-05-13 00:00:00;2015-05-19 00:00:00;2015-06-01 00:00:00;
3150579.0;endoprothese aortique, mf sas, talent lps x sur mesure, extension;N;O;2007-12-17 00:00:00;2007-12-26 00:00:00;;2007-12-27
3150579.0;endoprothese aortique, mf sas, talent lps x sur mesure, extension;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3150579.0;endoprothese aortique, mf sas, talent lps x sur mesure, extension;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3150674.0;osteosynthese, vis resorbable;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2006-03-15
3150674.0;osteosynthese, vis resorbable;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3150697.0;implant de suture percutanee du tendon d'achille, fh, tenolig un kit;O;O;2009-03-09 00:00:00;2009-03-19 00:00:00;2009-03-20 00:00:00;
